"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1663952404864221185""",https://twitter.com/edwa44161/status/1663952404864221185,"31 May 2023 16:55:42","""#BlackCrime
#CriticalRaceTheory https://t.co/fsBmWI2DRE""",ReTweet,"""Twitter for iPhone""",1,0,"""""",,"""1640783528315985934""","""Edward Edward""",edwa44161,"""Hello 👋 I just wanted to let you know that I’m here to have fun and if you’re looking to hook up I will block you""",Non-Verified,https://twitter.com/edwa44161,333,2799,"28-Mar-2023 18:31:41"
"""1663952238425800729""",https://twitter.com/edwa44161/status/1663952238425800729,"31 May 2023 16:55:03","""#BlackonWhiteViolence 
#BlackCrime
#CriticalRaceTheory https://t.co/v4VlTAS8fD""",ReTweet,"""Twitter for iPhone""",1,0,"""""",,"""1640783528315985934""","""Edward Edward""",edwa44161,"""Hello 👋 I just wanted to let you know that I’m here to have fun and if you’re looking to hook up I will block you""",Non-Verified,https://twitter.com/edwa44161,333,2799,"28-Mar-2023 18:31:41"
"""1663936688614256640""",https://twitter.com/tristancabello/status/1663936688614256640,"31 May 2023 15:53:15","""📣 Join us to celebrate 60 years of the Master of Liberal Arts program at Johns Hopkins University! 🎉 Explore critical race theory and its impact. Be part of the conversation shaping our society. Register now! #CriticalRaceTheory

https://t.co/Lfwv9UazHA https://t.co/xAVM5KKy1q""",ReTweet,"""Twitter Web App""",1,0,"""""",English,"""2786191526""","""Tristan Cabello, PhD""",tristancabello,"""Historian, US & France | Professor at @JohnsHopkins | Director of @thehopkinsmla | PhD in US History @northwestern | JEDI Expert | Views my own |🇫🇷🇺🇸🌈✊🏾🌹""",Non-Verified,https://twitter.com/tristancabello,6147,2055,"02-Sep-2014 15:30:43"
"""1663935925817159682""",https://twitter.com/thehopkinsmla/status/1663935925817159682,"31 May 2023 15:50:13","""📣 Join us to celebrate 60 years of the Master of Liberal Arts program at Johns Hopkins University! 🎉 Explore critical race theory and its impact. Be part of the conversation shaping our society. Register now! #CriticalRaceTheory

https://t.co/Lfwv9UazHA https://t.co/xAVM5KKy1q""",Tweet,"""Hootsuite Inc.""",1,0,"""""",English,"""963871478377787400""","""The Hopkins MLA""",thehopkinsmla,"""🎓 Ignite Your Journey with the Johns Hopkins MLA Program! 📚""",Non-Verified,https://twitter.com/thehopkinsmla,53,3,"14-Feb-2018 20:24:03"
"""1663906527642546176""",https://twitter.com/strixtly4myngz/status/1663906527642546176,"31 May 2023 13:53:24","""@GuardianUS Easy forget about the Tulsa Race Massacre when teaching about it in school is considered ""woke"". But in the system of racism white supremacy, that is the whole pint. #CriticalRaceTheory #CRT""",Reply,"""Twitter for iPhone""",0,0,"""""",English,"""2922055095""","""I’m Me & You’re You""",strixtly4myngz,"""Speaking truth to power.""",Non-Verified,https://twitter.com/strixtly4myngz,464,1064,"14-Dec-2014 22:26:45"
"""1663904782820466697""",https://twitter.com/isislaz/status/1663904782820466697,"31 May 2023 13:46:28","""#CriticalRaceTheory #CRT you can tweet about the Tulsa Race Massacre but you can't learn about it in school""",ReTweet,"""Twitter for Android""",1,0,"""""",English,"""126163920""","""Justice Cee 103""",isislaz,"""Animal lover, bballer, tomboy, lyricist, a fan & of good music (Chrisette, Jill etc) I'm a muslim & WILL defend my faith if u come at me w/ anti-islamic b.s.""",Non-Verified,https://twitter.com/isislaz,2046,1100,"25-Mar-2010 01:13:18"
"""1663903262846734341""",https://twitter.com/strixtly4myngz/status/1663903262846734341,"31 May 2023 13:40:26","""#CriticalRaceTheory #CRT you can tweet about the Tulsa Race Massacre but you can't learn about it in school""",Tweet,"""Twitter for iPhone""",1,1,"""""",English,"""2922055095""","""I’m Me & You’re You""",strixtly4myngz,"""Speaking truth to power.""",Non-Verified,https://twitter.com/strixtly4myngz,464,1064,"14-Dec-2014 22:26:45"
"""1663893844348239872""",https://twitter.com/MindfulTeache12/status/1663893844348239872,"31 May 2023 13:03:00","""Mistakes are an important part of the learning process! 🌟💡

Let's embrace them as valuable lessons that help us grow and evolve. 

🌐 https://t.co/wC3TSW0hoE

#MindfulTeachingPractices #mindfulness #education #professionaldevelopment #CRT #CriticalRaceTheory #educator https://t.co/VR74qnqaS4""",Tweet,"""Cloud Campaign""",0,0,"""""",English,"""1555763478954029061""","""MindfulTeacher""",MindfulTeache12,"""I like helping educators make stronger connections with students!""",Non-Verified,https://twitter.com/MindfulTeache12,4,69,"06-Aug-2022 03:51:53"
"""1663887545086640128""",https://twitter.com/darkskin_qqueen/status/1663887545086640128,"31 May 2023 12:37:58","""#congress #africanamericanissues #africanamerican #africanamericanculture #guncontrol #criticalracetheory https://t.co/ViaggdmmeK""",Tweet,"""Twitter for iPhone""",0,0,"""""",,"""240375593""","""Darkskin_QQueen""",darkskin_qqueen,"""Click Link To SHOP | Subscribe (YT) 🚨""",Non-Verified,https://twitter.com/darkskin_qqueen,1104,750,"19-Jan-2011 19:47:35"
"""1663778452208599040""",https://twitter.com/CivilRightsStan/status/1663778452208599040,"31 May 2023 05:24:29","""@mtgreenee So you prefer racism and bigotry. NOBODY is ""pushing a trans agenda,"" and being #woke has nothing to do w/that. This FOOLISHNESS is ridiculous and sickening. You all attacked Black people via your lies and attacks on #CriticalRaceTheory; now it's the lies about trans people. 😕""",Reply,"""Twitter for Android""",0,0,"""""",English,"""4720227553""","""UNITE AGAINST FASCISM""",CivilRightsStan,"""🎓 Academia
Common Sense 📚 Thomas Paine
🌎 World Traveler
✝️ I can do all things through Christ who strengthens me 🙌🏽
Support Biden-Harris 💯
#VoteBlue2022""",Non-Verified,https://twitter.com/CivilRightsStan,818,1806,"06-Jan-2016 20:42:25"
"""1663730046945710084""",https://twitter.com/bbtcSpeaks/status/1663730046945710084,"31 May 2023 02:12:08","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1572974095981072385""","""Break Box Thought Collective""",bbtcSpeaks,"""We believe storytelling is the connective tissue that builds a bridge between our organization, our community and our cultures. - Lila Oliver, Executive Dir. 💡""",Non-Verified,https://twitter.com/bbtcSpeaks,66,113,"22-Sep-2022 15:41:10"
"""1663729774332715010""",https://twitter.com/AllensPrintCo/status/1663729774332715010,"31 May 2023 02:11:03","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1521498844730695681""","""Allens Printing Co""",AllensPrintCo,"""Providing quality and compassionate service to customers for over 30 years. Visit the Allen’s Printing Company website at 🔗https://t.co/5Z4XqFww3X 📇""",Non-Verified,https://twitter.com/AllensPrintCo,53,72,"03-May-2022 14:37:51"
"""1663729387664015364""",https://twitter.com/iWinMorningShow/status/1663729387664015364,"31 May 2023 02:09:31","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1468750085324521473""","""i Win Morning Show""",iWinMorningShow,"""The i Win Morning Show is hosted by ProfessorJBA , Dr. Dani & JaiTee. #podcast #ee #morningshow #ProfessorJBA 🌞""",Non-Verified,https://twitter.com/iWinMorningShow,55,66,"09-Dec-2021 01:16:33"
"""1663728792592891905""",https://twitter.com/AllenforAPS/status/1663728792592891905,"31 May 2023 02:07:09","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1469382231571456006""","""Allen for APS""",AllenforAPS,"""Jason B. Allen, 17 year educator, special education teacher, advocate for grandparents raising school aged and community leader is a champion for children. 🍎✏️""",Non-Verified,https://twitter.com/AllenforAPS,214,216,"10-Dec-2021 19:03:32"
"""1663728049647484928""",https://twitter.com/TheEduVoice/status/1663728049647484928,"31 May 2023 02:04:12","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1480974533913976837""","""TheEducatorsVoice""",TheEduVoice,"""The Educators Voice is an educational blog written by @professorJBA 🍎 and powered by educational entities. Follow  @eduentities #TEVB 🖍""",Non-Verified,https://twitter.com/TheEduVoice,151,107,"11-Jan-2022 18:47:13"
"""1663727067484114945""",https://twitter.com/studforequity/status/1663727067484114945,"31 May 2023 02:00:18","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1480716546133667840""","""Students for Equity""",studforequity,"""Students for Equity is a student advocacy group affiliated with educational entities. Our mission is to elevate the voices of students in the fight for equity.""",Non-Verified,https://twitter.com/studforequity,197,182,"11-Jan-2022 02:01:36"
"""1663726816475922438""",https://twitter.com/LilliesCARES/status/1663726816475922438,"31 May 2023 01:59:18","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1472045688703922184""","""Lillie’s Foundation""",LilliesCARES,"""Lillie’s Foundation supports APS grandparents raising school aged in Atlanta. #LilliesFoundation #LF4C #Atlanta #APS #grandparents 🪷""",Non-Verified,https://twitter.com/LilliesCARES,111,160,"18-Dec-2021 03:27:46"
"""1663726316556886016""",https://twitter.com/NationalCenter/status/1663726316556886016,"31 May 2023 01:57:19","""Project 21's Mike Hill on @NTDNews with @richardsarleen1: 

Banned #Florida #Diversity Curriculum Focused on #CriticalRaceTheory &amp; #DEI Instead of Black Achievement

#CRT #DeSantis #NAACP
https://t.co/zuRhZ6FeQz""",ReTweet,"""TweetDeck""",2,0,"""""",English,"""19384480""","""National Center for Public Policy Research""",NationalCenter,"""The National Center for Public Policy Research is a nonpartisan, free-market conservative think-tank. Home of @Project21News & @FreeEntProject.""",Non-Verified,https://twitter.com/NationalCenter,8120,6419,"23-Jan-2009 06:38:46"
"""1663726302283661313""",https://twitter.com/NCPPRMedia/status/1663726302283661313,"31 May 2023 01:57:15","""Project 21's Mike Hill on @NTDNews with @richardsarleen1: 

Banned #Florida #Diversity Curriculum Focused on #CriticalRaceTheory &amp; #DEI Instead of Black Achievement

#CRT #DeSantis #NAACP
https://t.co/zuRhZ6FeQz""",ReTweet,"""TweetDeck""",2,0,"""""",English,"""3380642332""","""NCPPR Media""",NCPPRMedia,"""Keeping you abreast of media appearances by people associated with @NationalCenter, @Project21News & @FreeEntProject.""",Non-Verified,https://twitter.com/NCPPRMedia,649,445,"17-Jul-2015 17:12:09"
"""1663726226396139520""",https://twitter.com/Project21News/status/1663726226396139520,"31 May 2023 01:56:57","""Project 21's Mike Hill on @NTDNews with @richardsarleen1: 

Banned #Florida #Diversity Curriculum Focused on #CriticalRaceTheory &amp; #DEI Instead of Black Achievement

#CRT #DeSantis #NAACP
https://t.co/zuRhZ6FeQz""",Tweet,"""TweetDeck""",2,2,"""""",English,"""138864371""","""Project 21""",Project21News,"""Leading voice of black conservatives for 25+ yrs. Sponsored by @NationalCenter. Tweets may not reflect the views of all associated w P21/NC. Horace Cooper.""",Non-Verified,https://twitter.com/Project21News,16143,7516,"30-Apr-2010 20:59:28"
"""1663720584864497665""",https://twitter.com/PastorJack5/status/1663720584864497665,"31 May 2023 01:34:32","""This was a good one! #christianity &amp; #criticalracetheory ⁦@Jeff_Liou⁩ brought the theological fire!  https://t.co/yao9TJDQqo""",ReTweet,"""Twitter for iPhone""",2,0,"""""",English,"""364003518""","""Jack Miranda""",PastorJack5,"""Recovering pastor. Hubby, Dad, Papa. Hyperactive member of my communities. I may retweet you, don't think I agree.""",Non-Verified,https://twitter.com/PastorJack5,596,596,"29-Aug-2011 01:40:17"
"""1663702150457839617""",https://twitter.com/eduentities/status/1663702150457839617,"31 May 2023 00:21:17","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",ReTweet,"""Twitter for iPhone""",9,0,"""""",English,"""1468724598346850304""","""educational entities""",eduentities,"""educational entities was designed by @ProfessorJBA to educate, empower, engage and elevate the voices of educators, students and parents. 🖍🍏✏️📚📝""",Non-Verified,https://twitter.com/eduentities,154,158,"08-Dec-2021 23:33:02"
"""1663695667842383873""",https://twitter.com/Jeff_Liou/status/1663695667842383873,"30 May 2023 23:55:31","""This was a good one! #christianity &amp; #criticalracetheory ⁦@Jeff_Liou⁩ brought the theological fire!  https://t.co/yao9TJDQqo""",ReTweet,"""Twitter for iPhone""",2,0,"""""",English,"""17720590""","""Jeff Liou""",Jeff_Liou,"""These opinions are my own and do not reflect the views of anyone else""",Non-Verified,https://twitter.com/Jeff_Liou,872,398,"28-Nov-2008 21:53:38"
"""1663694103987761152""",https://twitter.com/ProfeChaoRomero/status/1663694103987761152,"30 May 2023 23:49:18","""This was a good one! #christianity &amp; #criticalracetheory ⁦@Jeff_Liou⁩ brought the theological fire!  https://t.co/yao9TJDQqo""",Tweet,"""Twitter for iPhone""",2,3,"""""",English,"""137057764""","""Robert Chao Romero""",ProfeChaoRomero,"""UCLA Professor. Historian. Pastor. Author, Christianity & Critical Race Theory. Brown Church: Five Centuries of Latina/o Social Justice, Theology, and Identity.""",Non-Verified,https://twitter.com/ProfeChaoRomero,5680,2478,"25-Apr-2010 17:21:20"
"""1663687391612379136""",https://twitter.com/Pen_Bird/status/1663687391612379136,"30 May 2023 23:22:38","""@ShitpostGate didn't #WokeDisney, like, already make a movie about #CriticalRaceTheory already? https://t.co/qbpKKOwiJ4""",ReTweet,"""Twitter Web App""",1,0,"""""",English,"""33799404""","""Phlip 🇵🇪""",Pen_Bird,"""Android & RPi. House of Pfizer 💉. Linux on the desktop forever! Turn off ur AutoCorrect. Foodzilla. RT=E.

Oh bother. Poo drew on Pigleg (below)""",Non-Verified,https://twitter.com/Pen_Bird,4658,4906,"21-Apr-2009 03:46:16"
"""1663671380670394374""",https://twitter.com/heyitslaiAhlai/status/1663671380670394374,"30 May 2023 22:19:01","""https://t.co/HFSc8EY2dY

NOW AVAILABLE ON IUIC COLUMBUS OHIO PAGE!! 
…………………………………………… 
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/VLpWYW34GX

#Christ #IUIC #Nathanyel7   #CriticalRaceTheory #Prophets https://t.co/KuApd9JxeG""",ReTweet,"""Twitter for iPhone""",1,0,"""""",English,"""1605725381855789056""","""Ahlai Israel""",heyitslaiAhlai,"""Take your time and breathe easy.""",Non-Verified,https://twitter.com/heyitslaiAhlai,29,118,"22-Dec-2022 00:43:20"
"""1663645749547089924""",https://twitter.com/AlexMitcherlich/status/1663645749547089924,"30 May 2023 20:37:10","""Why is #CriticalRaceTheory so dangerous?  and how is it neo-#marxism?
-

Full episodes at the link in bio. 
-

#crt #philosophy #news #democrat #republican #usa https://t.co/P3JsJl5Tgw""",ReTweet,"""Twitter Web App""",4,0,"""""",English,"""1586302132717867008""","""Alexander Mitcherlich""",AlexMitcherlich,"""""",Non-Verified,https://twitter.com/AlexMitcherlich,106,266,"29-Oct-2022 10:22:00"
"""1663641808419852288""",https://twitter.com/HrothgarDonner1/status/1663641808419852288,"30 May 2023 20:21:30","""Why is #CriticalRaceTheory so dangerous?  and how is it neo-#marxism?
-

Full episodes at the link in bio. 
-

#crt #philosophy #news #democrat #republican #usa https://t.co/P3JsJl5Tgw""",ReTweet,"""Twitter Web App""",4,0,"""""",English,"""1550508340286996483""","""Hrothgar Donnerson""",HrothgarDonner1,"""Eques Regis
Semper cogitare, resolvere et ratiocinari""",Non-Verified,https://twitter.com/HrothgarDonner1,393,424,"22-Jul-2022 15:49:56"
"""1663622420685631491""",https://twitter.com/DoctorKashi08/status/1663622420685631491,"30 May 2023 19:04:28","""Make no mistake about it, this is going on in NC too. 

Now is the time for citizens of good will throughout the nation to rise above the racist rhetoric and to do the right thing. #criticalracetheory
#racistshenanigans 

https://t.co/catonhTzda""",Tweet,"""Twitter for iPhone""",0,0,"""""",English,"""1111012078687608834""","""Dr. Kashi Levette Bazemore""",DoctorKashi08,"""I’m a go-getter who is unapologetic about my faith in God. I’m a warrior for justice who is studying for the NC Bar Exam while teaching Honors English III & IV.""",Non-Verified,https://twitter.com/DoctorKashi08,72,395,"27-Mar-2019 21:08:15"
"""1663619649332998144""",https://twitter.com/Pen_Bird/status/1663619649332998144,"30 May 2023 18:53:27","""@ShitpostGate didn't #WokeDisney, like, already make a movie about #CriticalRaceTheory already? https://t.co/qbpKKOwiJ4""",Reply,"""Twitter Web App""",1,1,"""""",English,"""33799404""","""Phlip 🇵🇪""",Pen_Bird,"""Android & RPi. House of Pfizer 💉. Linux on the desktop forever! Turn off ur AutoCorrect. Foodzilla. RT=E.

Oh bother. Poo drew on Pigleg (below)""",Non-Verified,https://twitter.com/Pen_Bird,4658,4906,"21-Apr-2009 03:46:16"
"""1663611346754125824""",https://twitter.com/Adaptive_x/status/1663611346754125824,"30 May 2023 18:20:28","""Happy Memorial Day! 

 #Educationalbravery #Culturallyresponsiveteaching #edtech #employment #diversityworkplace #inclusion #equality #diversityinclusion #Teachers #Teachertraining #Education #CriticalRaceTheory https://t.co/uAsqCRpzs0""",Tweet,"""eclincher Social Media Mgmt""",0,0,"""""",English,"""1018477114914467840""","""Adaptivex.io""",Adaptive_x,"""Equity through Assessment and Instruction""",Non-Verified,https://twitter.com/Adaptive_x,79,240,"15-Jul-2018 12:47:21"
"""1663595938143666237""",https://twitter.com/Xpressionable/status/1663595938143666237,"30 May 2023 17:19:14","""Middle school teacher under investigation for allegedly telling kids to 'go back to Africa' https://t.co/rwkjRVYemP #Crimesagainstblackchildren #crt #criticalracetheory #racismaschool #antiblackracism""",Tweet,"""Twitter Web App""",0,0,"""""",English,"""532291506""","""Xpressionable""",Xpressionable,"""View 👉🏾#DarienLewis -#QuariusDunham #NyaSigin #IsabellaTichenor #JamariDent #AntiBlaCkRacism
#ProtectBlackChildren
#BlackDefense
#CrimesAgainstBlackChildren""",Non-Verified,https://twitter.com/Xpressionable,3052,3716,"21-Mar-2012 12:58:16"
"""1663550448299839492""",https://twitter.com/ElioraIsrael144/status/1663550448299839492,"30 May 2023 14:18:28","""https://t.co/oU6IbDyZbL

NOW AVAILABLE ON IUIC COLUMBUS OHIO PAGE!! 
…………………………………………… 
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/PaoNvfCvfV

#Christ #IUIC #Nathanyel7   #CriticalRaceTheory #Prophets""",Tweet,"""Twitter for Android""",0,0,"""""",English,"""1624807225758740486""","""Eliora Israel""",ElioraIsrael144,"""""",Non-Verified,https://twitter.com/ElioraIsrael144,13,74,"12-Feb-2023 16:27:08"
"""1663548669101219840""",https://twitter.com/reachem/status/1663548669101219840,"30 May 2023 14:11:24","""Mike @GovParsonMO &amp; @AGAndrewBailey- please protect #Missouri: Families, Schools (PreK-12, Colleges/University), Businesses, Banks and Churches from the following State and Resident destroying and destructive initiatives:
#CriticalTheory
#CriticalRaceTheory (#CRT)
#DEI (Diversity… https://t.co/d8iFLjs2g2""",Tweet,"""Twitter for Android""",0,0,"""""",English,"""92201190""","""Patrick Brosnan""",reachem,"""theologian/sociologist/missiologist/PHD/ founder: reachemgroup, globalCircle.                                     Bible, Jesus, Church, Coffee, #bitcoin""",Non-Verified,https://twitter.com/reachem,653,545,"24-Nov-2009 04:42:51"
"""1663533812054196224""",https://twitter.com/JSAscension/status/1663533812054196224,"30 May 2023 13:12:22","""@TheInsiderPaper Looking at these comments, it’s obvious #CriticalRaceTheory is necessary because most people (black and white) do not know the #history of how many black towns that began creating wealth were intentionally burned to the ground (like #BlackWallstreet in Oklahoma) or destroyed (ran… https://t.co/5QMJXIDtHG""",Reply,"""Twitter for iPhone""",0,0,"""""",English,"""1435461256815726594""","""Jay Scott""",JSAscension,"""Feed Your Mind 🤯 Nourish Your Soul 🙌 Raise Your Consciousness 🧠 Tame Your Ego 💯""",Non-Verified,https://twitter.com/JSAscension,253,225,"08-Sep-2021 04:34:18"
"""1663520778149584896""",https://twitter.com/HapticUlcer/status/1663520778149584896,"30 May 2023 12:20:34","""Well done, Republicans! 😂

#CriticalRaceTheory #GOPClownShowContinues #RINO #MAGA https://t.co/NUifmbBx39""",Tweet,"""Twitter Web App""",0,0,"""""",English,"""1589016689097818112""","""Haptic Ulcer 🇺🇦""",HapticUlcer,"""Budding neuroscientist. Avid cyberpunk fan. Dilettante. Pessimist. Atheist. INFJ (it's not who I want to be, it's who I am). ¯\_(ツ)_/¯""",Non-Verified,https://twitter.com/HapticUlcer,477,1211,"05-Nov-2022 22:08:11"
"""1663520328599982082""",https://twitter.com/ShtBlackwood/status/1663520328599982082,"30 May 2023 12:18:47","""#Ironies 101 #IrelandisFull 
#Nigeria #anthropology #SocialNorms #culturewars #racebaiting #NoWhiteGuilt #CriticalRaceTheory 
The Guillotine Of Stupidity got us here👇 https://t.co/i3frJt9e6Q""",ReTweet,"""Twitter Web App""",1,0,"""""",English,"""1461349660207955970""","""Rt Hon Sir Quasimodo Esq. Blah Blah Blah""",ShtBlackwood,"""Would like to see partition removed in Ireland during my lifetime but not at the cost of being digitally enslaved at behest of Sinn Fein to a medical tyranny.""",Non-Verified,https://twitter.com/ShtBlackwood,733,733,"18-Nov-2021 15:05:46"
"""1663514737827540993""",https://twitter.com/GerryKleber/status/1663514737827540993,"30 May 2023 11:56:34","""Die große Ausnahme in der woken Ideologie reiner #Selbstbestimmung ist der Teil von #CriticalRaceTheory, der eine Generationen übergreifende #Vererbung &amp; #Schuldkult um #Kolonialismus/#Rassismus zur Norm macht. Aber die Physik hatte ja früher auch ihr Welle/Teilchen-Problem.""",Reply,"""Twitter Web App""",0,0,"""""",German,"""1068110989""","""der_Dattelkernschnitzer""",GerryKleber,"""Buchhalter mit Liebe zu deutschem Blutwurz""",Non-Verified,https://twitter.com/GerryKleber,59,101,"07-Jan-2013 11:39:49"
"""1663482856205697026""",https://twitter.com/doey_ann/status/1663482856205697026,"30 May 2023 09:49:53","""#Ironies 101 #IrelandisFull 
#Nigeria #anthropology #SocialNorms #culturewars #racebaiting #NoWhiteGuilt #CriticalRaceTheory 
The Guillotine Of Stupidity got us here👇 https://t.co/i3frJt9e6Q""",Tweet,"""Twitter Web App""",1,2,"""""",English,"""1447424028210307076""","""Jane Ann Doey""",doey_ann,"""SIC RESISTENTIAM
SIC SEMPER TYRANNIS,
Thus to Tyrants
WOMAN OF  IRELAND 
Get shot of your 5g phones folk's. 
YOU HAVE DECLARED WAR.
CATHOLIC.NATURAL LAWS APPLY.""",Non-Verified,https://twitter.com/doey_ann,675,483,"11-Oct-2021 04:51:34"
"""1663478651063611393""",https://twitter.com/SpeakBlackMan/status/1663478651063611393,"30 May 2023 09:33:11","""Lest we remember…🔗https://t.co/MefZt1o3Eg #CriticalRaceTheory #MemorialDay #SpeakBlackMan 🎙️ https://t.co/uwNjDxPK2g""",Tweet,"""Twitter for iPhone""",9,14,"""""",English,"""360122305""","""Speak Black Man""",SpeakBlackMan,"""Podcast elevating the voices of Black male educators and students. Host @ProfessorJBA #teacher #SpecialEducation #storyteller #organizer #ProfessorJBA 🎙️""",Non-Verified,https://twitter.com/SpeakBlackMan,955,1471,"22-Aug-2011 18:32:04"
"""1663447201987588099""",https://twitter.com/ebrown2112/status/1663447201987588099,"30 May 2023 07:28:12","""My BF's mother, avid Fox News watcher, told him she recalled him telling her that he learned #CriticalRaceTheory in college. Um, he was a business major...in the 1980s. We only heard about CRT like 2 years ago when Republicans made it their new boogeyman. Fox News rots your brain""",ReTweet,"""Twitter Web App""",1,0,"""""",English,"""15615152""","""Erik Smith""",ebrown2112,"""Writer, filmmaker, composer, waffle enthusiast.""",Non-Verified,https://twitter.com/ebrown2112,1383,2718,"26-Jul-2008 22:52:43"
"""1663433509145288704""",https://twitter.com/fantagor/status/1663433509145288704,"30 May 2023 06:33:48","""My BF's mother, avid Fox News watcher, told him she recalled him telling her that he learned #CriticalRaceTheory in college. Um, he was a business major...in the 1980s. We only heard about CRT like 2 years ago when Republicans made it their new boogeyman. Fox News rots your brain""",Tweet,"""Twitter Web App""",1,0,"""""",English,"""18774140""","""(((THEE R.A. Roth, Slava Ukraini! New Novel? Y)))""",fantagor,"""Rush the Band/Neil Peart fan, amberized author pushing Sisyphus's mossy stone up the same damn hill every day, why are you still here? nothing to see!""",Non-Verified,https://twitter.com/fantagor,2674,2898,"08-Jan-2009 18:56:04"
"""1663378684370210818""",https://twitter.com/EternalWomenInc/status/1663378684370210818,"30 May 2023 02:55:57","""We can discuss the holocaust, 9-11, and ANYTHING else BUT slavery. Nah, I’m going to talk, teach, and write about it. 
#americanhistory #slavery #antiblack #blackhistory #crt #criticalracetheory #minimization #erasure #neverforget #elevateblackvoices #antiracism #sideeye https://t.co/V7oXkNqYJs""",Tweet,"""Twitter for iPhone""",0,0,"""""",English,"""2745718020""","""EternalWomen""",EternalWomenInc,"""Lifestyle Education🌸 Empowerment Services, Popl Ambassador💗*Women Led Business* eternalwomen@gmail.com EDUCATE.INSPIRE.EMPOWER.""",Non-Verified,https://twitter.com/EternalWomenInc,4035,2191,"19-Aug-2014 17:20:19"
"""1663373059598737408""",https://twitter.com/iuic_montreal/status/1663373059598737408,"30 May 2023 02:33:36","""https://t.co/ZSUYFCujYj

NOW AVAILABLE ON IUIC COLUMBUS OHIO PAGE!! 
…………………………………………… 
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/OB3q8xGKAk

#Christ #IUIC #Nathanyel7   #CriticalRaceTheory #Prophets https://t.co/sY1xNyQ7Y9""",Tweet,"""Twitter for iPhone""",0,2,"""""",English,"""988175239958945792""","""IUIC Montreal""",iuic_montreal,"""Leadership: Officer Yawanathan Email: Iuic.Montreal@israelunite.org Phone: (855) 484-4842 Ext 7048 (English) Ext 7064 (Français/Kreyòl)""",Non-Verified,https://twitter.com/iuic_montreal,1981,51,"22-Apr-2018 21:58:31"
"""1663342623682174979""",https://twitter.com/Sparkle_Lee_/status/1663342623682174979,"30 May 2023 00:32:39","""Why is #CriticalRaceTheory so dangerous?  and how is it neo-#marxism?
-

Full episodes at the link in bio. 
-

#crt #philosophy #news #democrat #republican #usa https://t.co/P3JsJl5Tgw""",ReTweet,"""Twitter Web App""",4,0,"""""",English,"""1518737413069316097""","""🇺🇸SparkleLeeLee🇺🇸""",Sparkle_Lee_,"""✝️God 1st💜Proud American🇺🇸Against identity politics & victimhood. Grandparents came from Italy to Ellis Island. 17 yo uncle fought at/survived Iwo Jima 🇺🇸""",Non-Verified,https://twitter.com/Sparkle_Lee_,559,1739,"25-Apr-2022 23:43:25"
